No.,Pos. [°2Th.],Iobs [cts],Icalc [cts],Iback [cts],CT [s],ESD,D spacings
1019,60.9250,16.0000, , ,1.0000, ,1.51940
1020,60.9750,19.0000, , ,1.0000, ,1.51828
1021,61.0250,21.0000, , ,1.0000, ,1.51715
1022,61.0750,22.0000, , ,1.0000, ,1.51603
1023,61.1250,27.0000, , ,1.0000, ,1.51491
1024,61.1750,40.0000, , ,1.0000, ,1.51379
1025,61.2250,40.0000, , ,1.0000, ,1.51268
1026,61.2750,32.0000, , ,1.0000, ,1.51156
1027,61.3250,45.0000, , ,1.0000, ,1.51045
1028,61.3750,48.0000, , ,1.0000, ,1.50934
1029,61.4250,31.0000, , ,1.0000, ,1.50823
1030,61.4750,32.0000, , ,1.0000, ,1.50712
1031,61.5250,35.0000, , ,1.0000, ,1.50602
1032,61.5750,20.0000, , ,1.0000, ,1.50492
1033,61.6250,17.0000, , ,1.0000, ,1.50381
1034,61.6750,14.0000, , ,1.0000, ,1.50271
1035,61.7250,10.0000, , ,1.0000, ,1.50162
1036,61.7750,6.0000, , ,1.0000, ,1.50052
1037,61.8250,6.0000, , ,1.0000, ,1.49943
1038,61.8750,15.0000, , ,1.0000, ,1.49834
1039,61.9250,14.0000, , ,1.0000, ,1.49725
1040,61.9750,11.0000, , ,1.0000, ,1.49616
1041,62.0250,10.0000, , ,1.0000, ,1.49507
1042,62.0750,8.0000, , ,1.0000, ,1.49399
1043,62.1250,10.0000, , ,1.0000, ,1.49291
1044,62.1750,12.0000, , ,1.0000, ,1.49183
1045,62.2250,5.0000, , ,1.0000, ,1.49075
1046,62.2750,10.0000, , ,1.0000, ,1.48967
1047,62.3250,9.0000, , ,1.0000, ,1.48860
1048,62.3750,7.0000, , ,1.0000, ,1.48752
1049,62.4250,11.0000, , ,1.0000, ,1.48645
1050,62.4750,8.0000, , ,1.0000, ,1.48538
1051,62.5250,11.0000, , ,1.0000, ,1.48431
1052,62.5750,13.0000, , ,1.0000, ,1.48325
1053,62.6250,10.0000, , ,1.0000, ,1.48218
1054,62.6750,12.0000, , ,1.0000, ,1.48112
1055,62.7250,6.0000, , ,1.0000, ,1.48006
1056,62.7750,11.0000, , ,1.0000, ,1.47900
1057,62.8250,11.0000, , ,1.0000, ,1.47795
1058,62.8750,9.0000, , ,1.0000, ,1.47689
1059,62.9250,13.0000, , ,1.0000, ,1.47584
1060,62.9750,7.0000, , ,1.0000, ,1.47479
1061,63.0250,9.0000, , ,1.0000, ,1.47374
1062,63.0750,12.0000, , ,1.0000, ,1.47269
1063,63.1250,10.0000, , ,1.0000, ,1.47164
1064,63.1750,9.0000, , ,1.0000, ,1.47060
1065,63.2250,9.0000, , ,1.0000, ,1.46955
1066,63.2750,7.0000, , ,1.0000, ,1.46851
1067,63.3250,8.0000, , ,1.0000, ,1.46747
1068,63.3750,7.0000, , ,1.0000, ,1.46644
1069,63.4250,10.0000, , ,1.0000, ,1.46540
1070,63.4750,11.0000, , ,1.0000, ,1.46437
1071,63.5250,9.0000, , ,1.0000, ,1.46334
1072,63.5750,6.0000, , ,1.0000, ,1.46231
1073,63.6250,8.0000, , ,1.0000, ,1.46128
1074,63.6750,10.0000, , ,1.0000, ,1.46025
1075,63.7250,14.0000, , ,1.0000, ,1.45922
1076,63.7750,11.0000, , ,1.0000, ,1.45820
1077,63.8250,13.0000, , ,1.0000, ,1.45718
1078,63.8750,15.0000, , ,1.0000, ,1.45616
1079,63.9250,7.0000, , ,1.0000, ,1.45514
1080,63.9750,11.0000, , ,1.0000, ,1.45412
1081,64.0250,12.0000, , ,1.0000, ,1.45311
1082,64.0750,8.0000, , ,1.0000, ,1.45210
1083,64.1250,15.0000, , ,1.0000, ,1.45108
1084,64.1750,9.0000, , ,1.0000, ,1.45007
1085,64.2250,13.0000, , ,1.0000, ,1.44907
1086,64.2750,10.0000, , ,1.0000, ,1.44806
1087,64.3250,6.0000, , ,1.0000, ,1.44705
1088,64.3750,10.0000, , ,1.0000, ,1.44605
1089,64.4250,11.0000, , ,1.0000, ,1.44505
1090,64.4750,14.0000, , ,1.0000, ,1.44405
1091,64.5250,12.0000, , ,1.0000, ,1.44305
1092,64.5750,10.0000, , ,1.0000, ,1.44205
1093,64.6250,13.0000, , ,1.0000, ,1.44106
1094,64.6750,8.0000, , ,1.0000, ,1.44007
1095,64.7250,17.0000, , ,1.0000, ,1.43907
1096,64.7750,18.0000, , ,1.0000, ,1.43808
1097,64.8250,18.0000, , ,1.0000, ,1.43710
1098,64.8750,13.0000, , ,1.0000, ,1.43611
1099,64.9250,18.0000, , ,1.0000, ,1.43512
1100,64.9750,12.0000, , ,1.0000, ,1.43414
1101,65.0250,14.0000, , ,1.0000, ,1.43316
1102,65.0750,19.0000, , ,1.0000, ,1.43218
1103,65.1250,12.0000, , ,1.0000, ,1.43120
1104,65.1750,9.0000, , ,1.0000, ,1.43022
1105,65.2250,18.0000, , ,1.0000, ,1.42925
1106,65.2750,12.0000, , ,1.0000, ,1.42827
1107,65.3250,21.0000, , ,1.0000, ,1.42730
1108,65.3750,19.0000, , ,1.0000, ,1.42633
1109,65.4250,20.0000, , ,1.0000, ,1.42536
1110,65.4750,14.0000, , ,1.0000, ,1.42439
1111,65.5250,19.0000, , ,1.0000, ,1.42343
1112,65.5750,17.0000, , ,1.0000, ,1.42246
1113,65.6250,15.0000, , ,1.0000, ,1.42150
1114,65.6750,18.0000, , ,1.0000, ,1.42054
1115,65.7250,18.0000, , ,1.0000, ,1.41958
1116,65.7750,20.0000, , ,1.0000, ,1.41862
1117,65.8250,26.0000, , ,1.0000, ,1.41766
1118,65.8750,18.0000, , ,1.0000, ,1.41671
1119,65.9250,32.0000, , ,1.0000, ,1.41576
1120,65.9750,35.0000, , ,1.0000, ,1.41480
1121,66.0250,39.0000, , ,1.0000, ,1.41385
1122,66.0750,37.0000, , ,1.0000, ,1.41291
1123,66.1250,34.0000, , ,1.0000, ,1.41196
1124,66.1750,34.0000, , ,1.0000, ,1.41101
1125,66.2250,43.0000, , ,1.0000, ,1.41007
1126,66.2750,56.0000, , ,1.0000, ,1.40913
1127,66.3250,63.0000, , ,1.0000, ,1.40819
1128,66.3750,77.0000, , ,1.0000, ,1.40725
1129,66.4250,99.0000, , ,1.0000, ,1.40631
1130,66.4750,130.0000, , ,1.0000, ,1.40537
1131,66.5250,176.0000, , ,1.0000, ,1.40444
1132,66.5750,181.0000, , ,1.0000, ,1.40350
1133,66.6250,138.0000, , ,1.0000, ,1.40257
1134,66.6750,97.0000, , ,1.0000, ,1.40164
1135,66.7250,115.0000, , ,1.0000, ,1.40071
1136,66.7750,98.0000, , ,1.0000, ,1.39978
1137,66.8250,81.0000, , ,1.0000, ,1.39886
1138,66.8750,64.0000, , ,1.0000, ,1.39793
1139,66.9250,55.0000, , ,1.0000, ,1.39701
1140,66.9750,36.0000, , ,1.0000, ,1.39609
1141,67.0250,34.0000, , ,1.0000, ,1.39517
1142,67.0750,36.0000, , ,1.0000, ,1.39425
1143,67.1250,37.0000, , ,1.0000, ,1.39333
1144,67.1750,28.0000, , ,1.0000, ,1.39242
1145,67.2250,22.0000, , ,1.0000, ,1.39150
1146,67.2750,20.0000, , ,1.0000, ,1.39059
1147,67.3250,18.0000, , ,1.0000, ,1.38968
1148,67.3750,28.0000, , ,1.0000, ,1.38877
1149,67.4250,18.0000, , ,1.0000, ,1.38786
1150,67.4750,32.0000, , ,1.0000, ,1.38695
1151,67.5250,20.0000, , ,1.0000, ,1.38605
1152,67.5750,23.0000, , ,1.0000, ,1.38515
1153,67.6250,26.0000, , ,1.0000, ,1.38424
1154,67.6750,30.0000, , ,1.0000, ,1.38334
1155,67.7250,29.0000, , ,1.0000, ,1.38244
1156,67.7750,42.0000, , ,1.0000, ,1.38154
1157,67.8250,45.0000, , ,1.0000, ,1.38065
1158,67.8750,56.0000, , ,1.0000, ,1.37975
1159,67.9250,63.0000, , ,1.0000, ,1.37886
1160,67.9750,80.0000, , ,1.0000, ,1.37797
1161,68.0250,101.0000, , ,1.0000, ,1.37707
1162,68.0750,108.0000, , ,1.0000, ,1.37618
1163,68.1250,154.0000, , ,1.0000, ,1.37530
1164,68.1750,190.0000, , ,1.0000, ,1.37441
1165,68.2250,231.0000, , ,1.0000, ,1.37352
1166,68.2750,252.0000, , ,1.0000, ,1.37264
1167,68.3250,180.0000, , ,1.0000, ,1.37176
1168,68.3750,190.0000, , ,1.0000, ,1.37088
1169,68.4250,162.0000, , ,1.0000, ,1.37000
1170,68.4750,138.0000, , ,1.0000, ,1.36912
1171,68.5250,76.0000, , ,1.0000, ,1.36824
1172,68.5750,58.0000, , ,1.0000, ,1.36736
1173,68.6250,61.0000, , ,1.0000, ,1.36649
1174,68.6750,58.0000, , ,1.0000, ,1.36562
1175,68.7250,45.0000, , ,1.0000, ,1.36475
1176,68.7750,36.0000, , ,1.0000, ,1.36388
1177,68.8250,35.0000, , ,1.0000, ,1.36301
1178,68.8750,20.0000, , ,1.0000, ,1.36214
1179,68.9250,26.0000, , ,1.0000, ,1.36127
1180,68.9750,16.0000, , ,1.0000, ,1.36041
1181,69.0250,15.0000, , ,1.0000, ,1.35954
1182,69.0750,17.0000, , ,1.0000, ,1.35868
1183,69.1250,13.0000, , ,1.0000, ,1.35782
1184,69.1750,11.0000, , ,1.0000, ,1.35696
1185,69.2250,12.0000, , ,1.0000, ,1.35610
1186,69.2750,14.0000, , ,1.0000, ,1.35525
1187,69.3250,11.0000, , ,1.0000, ,1.35439
1188,69.3750,9.0000, , ,1.0000, ,1.35354
1189,69.4250,10.0000, , ,1.0000, ,1.35269
1190,69.4750,15.0000, , ,1.0000, ,1.35183
1191,69.5250,10.0000, , ,1.0000, ,1.35098
1192,69.5750,11.0000, , ,1.0000, ,1.35014
1193,69.6250,9.0000, , ,1.0000, ,1.34929
1194,69.6750,10.0000, , ,1.0000, ,1.34844
1195,69.7250,12.0000, , ,1.0000, ,1.34760
1196,69.7750,18.0000, , ,1.0000, ,1.34675
1197,69.8250,17.0000, , ,1.0000, ,1.34591
1198,69.8750,12.0000, , ,1.0000, ,1.34507
1199,69.9250,8.0000, , ,1.0000, ,1.34423
1200,69.9750,10.0000, , ,1.0000, ,1.34339
1201,70.0250,12.0000, , ,1.0000, ,1.34256
1202,70.0750,13.0000, , ,1.0000, ,1.34172
1203,70.1250,10.0000, , ,1.0000, ,1.34089
1204,70.1750,7.0000, , ,1.0000, ,1.34005
1205,70.2250,7.0000, , ,1.0000, ,1.33922
1206,70.2750,12.0000, , ,1.0000, ,1.33839
1207,70.3250,7.0000, , ,1.0000, ,1.33756
1208,70.3750,12.0000, , ,1.0000, ,1.33674
1209,70.4250,10.0000, , ,1.0000, ,1.33591
1210,70.4750,11.0000, , ,1.0000, ,1.33508
1211,70.5250,4.0000, , ,1.0000, ,1.33426
1212,70.5750,10.0000, , ,1.0000, ,1.33344
1213,70.6250,9.0000, , ,1.0000, ,1.33262
1214,70.6750,10.0000, , ,1.0000, ,1.33179
1215,70.7250,6.0000, , ,1.0000, ,1.33098
1216,70.7750,2.0000, , ,1.0000, ,1.33016
1217,70.8250,11.0000, , ,1.0000, ,1.32934
1218,70.8750,6.0000, , ,1.0000, ,1.32853
1219,70.9250,8.0000, , ,1.0000, ,1.32771
1220,70.9750,4.0000, , ,1.0000, ,1.32690
1221,71.0250,5.0000, , ,1.0000, ,1.32609
1222,71.0750,5.0000, , ,1.0000, ,1.32528
1223,71.1250,8.0000, , ,1.0000, ,1.32447
1224,71.1750,3.0000, , ,1.0000, ,1.32366
1225,71.2250,5.0000, , ,1.0000, ,1.32286
1226,71.2750,2.0000, , ,1.0000, ,1.32205
1227,71.3250,4.0000, , ,1.0000, ,1.32125
1228,71.3750,5.0000, , ,1.0000, ,1.32044
1229,71.4250,6.0000, , ,1.0000, ,1.31964
1230,71.4750,9.0000, , ,1.0000, ,1.31884
1231,71.5250,4.0000, , ,1.0000, ,1.31804
1232,71.5750,10.0000, , ,1.0000, ,1.31724
1233,71.6250,14.0000, , ,1.0000, ,1.31645
1234,71.6750,5.0000, , ,1.0000, ,1.31565
1235,71.7250,3.0000, , ,1.0000, ,1.31486
1236,71.7750,6.0000, , ,1.0000, ,1.31406
1237,71.8250,7.0000, , ,1.0000, ,1.31327
1238,71.8750,12.0000, , ,1.0000, ,1.31248
1239,71.9250,12.0000, , ,1.0000, ,1.31169
1240,71.9750,10.0000, , ,1.0000, ,1.31090
1241,72.0250,6.0000, , ,1.0000, ,1.31012
1242,72.0750,8.0000, , ,1.0000, ,1.30933
1243,72.1250,13.0000, , ,1.0000, ,1.30855
1244,72.1750,10.0000, , ,1.0000, ,1.30776
1245,72.2250,9.0000, , ,1.0000, ,1.30698
1246,72.2750,8.0000, , ,1.0000, ,1.30620
1247,72.3250,10.0000, , ,1.0000, ,1.30542
1248,72.3750,12.0000, , ,1.0000, ,1.30464
1249,72.4250,6.0000, , ,1.0000, ,1.30386
1250,72.4750,11.0000, , ,1.0000, ,1.30309
1251,72.5250,10.0000, , ,1.0000, ,1.30231
1252,72.5750,12.0000, , ,1.0000, ,1.30154
1253,72.6250,11.0000, , ,1.0000, ,1.30077
1254,72.6750,11.0000, , ,1.0000, ,1.29999
1255,72.7250,1.0000, , ,1.0000, ,1.29922
1256,72.7750,11.0000, , ,1.0000, ,1.29845
1257,72.8250,15.0000, , ,1.0000, ,1.29769
1258,72.8750,10.0000, , ,1.0000, ,1.29692
1259,72.9250,12.0000, , ,1.0000, ,1.29615
1260,72.9750,16.0000, , ,1.0000, ,1.29539
1261,73.0250,15.0000, , ,1.0000, ,1.29462
1262,73.0750,20.0000, , ,1.0000, ,1.29386
1263,73.1250,14.0000, , ,1.0000, ,1.29310
1264,73.1750,17.0000, , ,1.0000, ,1.29234
1265,73.2250,14.0000, , ,1.0000, ,1.29158
1266,73.2750,13.0000, , ,1.0000, ,1.29082
1267,73.3250,17.0000, , ,1.0000, ,1.29007
1268,73.3750,19.0000, , ,1.0000, ,1.28931
1269,73.4250,15.0000, , ,1.0000, ,1.28856
1270,73.4750,14.0000, , ,1.0000, ,1.28780
1271,73.5250,12.0000, , ,1.0000, ,1.28705
1272,73.5750,15.0000, , ,1.0000, ,1.28630
1273,73.6250,10.0000, , ,1.0000, ,1.28555
1274,73.6750,13.0000, , ,1.0000, ,1.28480
1275,73.7250,10.0000, , ,1.0000, ,1.28405
1276,73.7750,14.0000, , ,1.0000, ,1.28331
1277,73.8250,22.0000, , ,1.0000, ,1.28256
1278,73.8750,11.0000, , ,1.0000, ,1.28182
1279,73.9250,14.0000, , ,1.0000, ,1.28107
1280,73.9750,9.0000, , ,1.0000, ,1.28033
1281,74.0250,15.0000, , ,1.0000, ,1.27959
1282,74.0750,9.0000, , ,1.0000, ,1.27885
1283,74.1250,17.0000, , ,1.0000, ,1.27811
1284,74.1750,15.0000, , ,1.0000, ,1.27737
1285,74.2250,10.0000, , ,1.0000, ,1.27664
1286,74.2750,12.0000, , ,1.0000, ,1.27590
1287,74.3250,23.0000, , ,1.0000, ,1.27517
1288,74.3750,13.0000, , ,1.0000, ,1.27443
1289,74.4250,8.0000, , ,1.0000, ,1.27370
1290,74.4750,20.0000, , ,1.0000, ,1.27297
1291,74.5250,15.0000, , ,1.0000, ,1.27224
1292,74.5750,10.0000, , ,1.0000, ,1.27151
1293,74.6250,15.0000, , ,1.0000, ,1.27078
1294,74.6750,13.0000, , ,1.0000, ,1.27005
1295,74.7250,11.0000, , ,1.0000, ,1.26933
1296,74.7750,7.0000, , ,1.0000, ,1.26860
1297,74.8250,12.0000, , ,1.0000, ,1.26788
1298,74.8750,16.0000, , ,1.0000, ,1.26716
1299,74.9250,12.0000, , ,1.0000, ,1.26643
1300,74.9750,14.0000, , ,1.0000, ,1.26571
1301,75.0250,15.0000, , ,1.0000, ,1.26499
1302,75.0750,9.0000, , ,1.0000, ,1.26428
1303,75.1250,12.0000, , ,1.0000, ,1.26356
1304,75.1750,14.0000, , ,1.0000, ,1.26284
1305,75.2250,17.0000, , ,1.0000, ,1.26213
1306,75.2750,10.0000, , ,1.0000, ,1.26141
1307,75.3250,14.0000, , ,1.0000, ,1.26070
1308,75.3750,11.0000, , ,1.0000, ,1.25999
1309,75.4250,15.0000, , ,1.0000, ,1.25928
1310,75.4750,15.0000, , ,1.0000, ,1.25857
1311,75.5250,7.0000, , ,1.0000, ,1.25786
1312,75.5750,16.0000, , ,1.0000, ,1.25715
1313,75.6250,16.0000, , ,1.0000, ,1.25644
1314,75.6750,19.0000, , ,1.0000, ,1.25574
1315,75.7250,24.0000, , ,1.0000, ,1.25503
1316,75.7750,22.0000, , ,1.0000, ,1.25433
1317,75.8250,18.0000, , ,1.0000, ,1.25362
1318,75.8750,26.0000, , ,1.0000, ,1.25292
1319,75.9250,19.0000, , ,1.0000, ,1.25222
1320,75.9750,16.0000, , ,1.0000, ,1.25152
1321,76.0250,18.0000, , ,1.0000, ,1.25082
1322,76.0750,14.0000, , ,1.0000, ,1.25013
1323,76.1250,22.0000, , ,1.0000, ,1.24943
1324,76.1750,20.0000, , ,1.0000, ,1.24873
1325,76.2250,21.0000, , ,1.0000, ,1.24804
1326,76.2750,18.0000, , ,1.0000, ,1.24735
1327,76.3250,21.0000, , ,1.0000, ,1.24665
1328,76.3750,20.0000, , ,1.0000, ,1.24596
1329,76.4250,35.0000, , ,1.0000, ,1.24527
1330,76.4750,24.0000, , ,1.0000, ,1.24458
1331,76.5250,37.0000, , ,1.0000, ,1.24389
1332,76.5750,28.0000, , ,1.0000, ,1.24320
1333,76.6250,31.0000, , ,1.0000, ,1.24252
1334,76.6750,42.0000, , ,1.0000, ,1.24183
1335,76.7250,39.0000, , ,1.0000, ,1.24115
1336,76.7750,52.0000, , ,1.0000, ,1.24046
1337,76.8250,61.0000, , ,1.0000, ,1.23978
1338,76.8750,76.0000, , ,1.0000, ,1.23910
1339,76.9250,75.0000, , ,1.0000, ,1.23842
1340,76.9750,68.0000, , ,1.0000, ,1.23774
1341,77.0250,63.0000, , ,1.0000, ,1.23706
1342,77.0750,67.0000, , ,1.0000, ,1.23638
1343,77.1250,74.0000, , ,1.0000, ,1.23571
1344,77.1750,63.0000, , ,1.0000, ,1.23503
1345,77.2250,65.0000, , ,1.0000, ,1.23435
1346,77.2750,53.0000, , ,1.0000, ,1.23368
1347,77.3250,67.0000, , ,1.0000, ,1.23301
1348,77.3750,37.0000, , ,1.0000, ,1.23234
1349,77.4250,40.0000, , ,1.0000, ,1.23166
1350,77.4750,51.0000, , ,1.0000, ,1.23099
1351,77.5250,40.0000, , ,1.0000, ,1.23033
1352,77.5750,25.0000, , ,1.0000, ,1.22966
1353,77.6250,15.0000, , ,1.0000, ,1.22899
1354,77.6750,15.0000, , ,1.0000, ,1.22832
1355,77.7250,19.0000, , ,1.0000, ,1.22766
1356,77.7750,14.0000, , ,1.0000, ,1.22699
1357,77.8250,14.0000, , ,1.0000, ,1.22633
1358,77.8750,11.0000, , ,1.0000, ,1.22567
1359,77.9250,11.0000, , ,1.0000, ,1.22501
1360,77.9750,12.0000, , ,1.0000, ,1.22435
1361,78.0250,11.0000, , ,1.0000, ,1.22369
1362,78.0750,8.0000, , ,1.0000, ,1.22303
1363,78.1250,9.0000, , ,1.0000, ,1.22237
1364,78.1750,7.0000, , ,1.0000, ,1.22171
1365,78.2250,11.0000, , ,1.0000, ,1.22106
1366,78.2750,5.0000, , ,1.0000, ,1.22040
1367,78.3250,7.0000, , ,1.0000, ,1.21975
1368,78.3750,5.0000, , ,1.0000, ,1.21910
1369,78.4250,10.0000, , ,1.0000, ,1.21845
1370,78.4750,16.0000, , ,1.0000, ,1.21779
1371,78.5250,9.0000, , ,1.0000, ,1.21714
1372,78.5750,9.0000, , ,1.0000, ,1.21649
1373,78.6250,6.0000, , ,1.0000, ,1.21585
1374,78.6750,6.0000, , ,1.0000, ,1.21520
1375,78.7250,4.0000, , ,1.0000, ,1.21455
1376,78.7750,6.0000, , ,1.0000, ,1.21391
1377,78.8250,4.0000, , ,1.0000, ,1.21326
1378,78.8750,8.0000, , ,1.0000, ,1.21262
1379,78.9250,3.0000, , ,1.0000, ,1.21198
1380,78.9750,8.0000, , ,1.0000, ,1.21133
1381,79.0250,8.0000, , ,1.0000, ,1.21069
1382,79.0750,10.0000, , ,1.0000, ,1.21005
1383,79.1250,10.0000, , ,1.0000, ,1.20941
1384,79.1750,7.0000, , ,1.0000, ,1.20878
1385,79.2250,9.0000, , ,1.0000, ,1.20814
1386,79.2750,6.0000, , ,1.0000, ,1.20750
1387,79.3250,6.0000, , ,1.0000, ,1.20687
1388,79.3750,6.0000, , ,1.0000, ,1.20623
1389,79.4250,6.0000, , ,1.0000, ,1.20560
1390,79.4750,6.0000, , ,1.0000, ,1.20496
1391,79.5250,8.0000, , ,1.0000, ,1.20433
1392,79.5750,3.0000, , ,1.0000, ,1.20370
1393,79.6250,5.0000, , ,1.0000, ,1.20307
1394,79.6750,5.0000, , ,1.0000, ,1.20244
1395,79.7250,8.0000, , ,1.0000, ,1.20181
1396,79.7750,7.0000, , ,1.0000, ,1.20119
1397,79.8250,5.0000, , ,1.0000, ,1.20056
1398,79.8750,7.0000, , ,1.0000, ,1.19993
1399,79.9250,3.0000, , ,1.0000, ,1.19931
1400,79.9750,4.0000, , ,1.0000, ,1.19868
1401,80.0250,8.0000, , ,1.0000, ,1.19806
1402,80.0750,5.0000, , ,1.0000, ,1.19744
1403,80.1250,9.0000, , ,1.0000, ,1.19682
1404,80.1750,7.0000, , ,1.0000, ,1.19620
1405,80.2250,12.0000, , ,1.0000, ,1.19558
1406,80.2750,10.0000, , ,1.0000, ,1.19496
1407,80.3250,7.0000, , ,1.0000, ,1.19434
1408,80.3750,12.0000, , ,1.0000, ,1.19372
1409,80.4250,11.0000, , ,1.0000, ,1.19311
1410,80.4750,20.0000, , ,1.0000, ,1.19249
1411,80.5250,18.0000, , ,1.0000, ,1.19188
1412,80.5750,25.0000, , ,1.0000, ,1.19126
1413,80.6250,19.0000, , ,1.0000, ,1.19065
1414,80.6750,23.0000, , ,1.0000, ,1.19004
1415,80.7250,28.0000, , ,1.0000, ,1.18943
1416,80.7750,26.0000, , ,1.0000, ,1.18882
1417,80.8250,22.0000, , ,1.0000, ,1.18821
1418,80.8750,13.0000, , ,1.0000, ,1.18760
1419,80.9250,21.0000, , ,1.0000, ,1.18699
1420,80.9750,19.0000, , ,1.0000, ,1.18639
1421,81.0250,22.0000, , ,1.0000, ,1.18578
1422,81.0750,12.0000, , ,1.0000, ,1.18517
1423,81.1250,7.0000, , ,1.0000, ,1.18457
1424,81.1750,13.0000, , ,1.0000, ,1.18397
1425,81.2250,13.0000, , ,1.0000, ,1.18336
1426,81.2750,7.0000, , ,1.0000, ,1.18276
1427,81.3250,9.0000, , ,1.0000, ,1.18216
1428,81.3750,11.0000, , ,1.0000, ,1.18156
1429,81.4250,8.0000, , ,1.0000, ,1.18096
1430,81.4750,0.0000, , ,1.0000, ,1.18036
1431,81.5250,5.0000, , ,1.0000, ,1.17977
1432,81.5750,6.0000, , ,1.0000, ,1.17917
1433,81.6250,6.0000, , ,1.0000, ,1.17857
1434,81.6750,4.0000, , ,1.0000, ,1.17798
1435,81.7250,6.0000, , ,1.0000, ,1.17738
1436,81.7750,8.0000, , ,1.0000, ,1.17679
1437,81.8250,5.0000, , ,1.0000, ,1.17620
1438,81.8750,7.0000, , ,1.0000, ,1.17561
1439,81.9250,5.0000, , ,1.0000, ,1.17502
1440,81.9750,6.0000, , ,1.0000, ,1.17443
1441,82.0250,2.0000, , ,1.0000, ,1.17384
1442,82.0750,7.0000, , ,1.0000, ,1.17325
1443,82.1250,10.0000, , ,1.0000, ,1.17266
1444,82.1750,6.0000, , ,1.0000, ,1.17207
1445,82.2250,3.0000, , ,1.0000, ,1.17149
1446,82.2750,5.0000, , ,1.0000, ,1.17090
1447,82.3250,5.0000, , ,1.0000, ,1.17032
1448,82.3750,5.0000, , ,1.0000, ,1.16973
1449,82.4250,3.0000, , ,1.0000, ,1.16915
1450,82.4750,5.0000, , ,1.0000, ,1.16857
1451,82.5250,6.0000, , ,1.0000, ,1.16799
1452,82.5750,12.0000, , ,1.0000, ,1.16741
1453,82.6250,2.0000, , ,1.0000, ,1.16683
1454,82.6750,4.0000, , ,1.0000, ,1.16625
1455,82.7250,2.0000, , ,1.0000, ,1.16567
1456,82.7750,10.0000, , ,1.0000, ,1.16509
1457,82.8250,9.0000, , ,1.0000, ,1.16452
1458,82.8750,7.0000, , ,1.0000, ,1.16394
1459,82.9250,6.0000, , ,1.0000, ,1.16337
1460,82.9750,9.0000, , ,1.0000, ,1.16279
1461,83.0250,3.0000, , ,1.0000, ,1.16222
1462,83.0750,9.0000, , ,1.0000, ,1.16165
1463,83.1250,12.0000, , ,1.0000, ,1.16107
1464,83.1750,8.0000, , ,1.0000, ,1.16050
1465,83.2250,7.0000, , ,1.0000, ,1.15993
1466,83.2750,8.0000, , ,1.0000, ,1.15936
1467,83.3250,9.0000, , ,1.0000, ,1.15879
1468,83.3750,11.0000, , ,1.0000, ,1.15823
1469,83.4250,8.0000, , ,1.0000, ,1.15766
1470,83.4750,12.0000, , ,1.0000, ,1.15709
1471,83.5250,10.0000, , ,1.0000, ,1.15653
1472,83.5750,5.0000, , ,1.0000, ,1.15596
1473,83.6250,9.0000, , ,1.0000, ,1.15540
1474,83.6750,7.0000, , ,1.0000, ,1.15484
1475,83.7250,14.0000, , ,1.0000, ,1.15427
1476,83.7750,9.0000, , ,1.0000, ,1.15371
1477,83.8250,9.0000, , ,1.0000, ,1.15315
1478,83.8750,11.0000, , ,1.0000, ,1.15259
1479,83.9250,8.0000, , ,1.0000, ,1.15203
1480,83.9750,18.0000, , ,1.0000, ,1.15147
1481,84.0250,11.0000, , ,1.0000, ,1.15091
1482,84.0750,15.0000, , ,1.0000, ,1.15036
1483,84.1250,12.0000, , ,1.0000, ,1.14980
1484,84.1750,16.0000, , ,1.0000, ,1.14925
1485,84.2250,15.0000, , ,1.0000, ,1.14869
1486,84.2750,16.0000, , ,1.0000, ,1.14814
1487,84.3250,30.0000, , ,1.0000, ,1.14758
1488,84.3750,32.0000, , ,1.0000, ,1.14703
1489,84.4250,26.0000, , ,1.0000, ,1.14648
1490,84.4750,19.0000, , ,1.0000, ,1.14593
1491,84.5250,12.0000, , ,1.0000, ,1.14538
1492,84.5750,17.0000, , ,1.0000, ,1.14483
1493,84.6250,18.0000, , ,1.0000, ,1.14428
1494,84.6750,19.0000, , ,1.0000, ,1.14373
1495,84.7250,18.0000, , ,1.0000, ,1.14318
1496,84.7750,7.0000, , ,1.0000, ,1.14264
1497,84.8250,11.0000, , ,1.0000, ,1.14209
1498,84.8750,9.0000, , ,1.0000, ,1.14155
1499,84.9250,13.0000, , ,1.0000, ,1.14100
1500,84.9750,10.0000, , ,1.0000, ,1.14046
1501,85.0250,13.0000, , ,1.0000, ,1.13992
1502,85.0750,5.0000, , ,1.0000, ,1.13937
1503,85.1250,12.0000, , ,1.0000, ,1.13883
1504,85.1750,6.0000, , ,1.0000, ,1.13829
1505,85.2250,11.0000, , ,1.0000, ,1.13775
1506,85.2750,9.0000, , ,1.0000, ,1.13721
1507,85.3250,17.0000, , ,1.0000, ,1.13667
1508,85.3750,10.0000, , ,1.0000, ,1.13614
1509,85.4250,6.0000, , ,1.0000, ,1.13560
1510,85.4750,9.0000, , ,1.0000, ,1.13506
1511,85.5250,8.0000, , ,1.0000, ,1.13453
1512,85.5750,11.0000, , ,1.0000, ,1.13399
1513,85.6250,4.0000, , ,1.0000, ,1.13346
1514,85.6750,15.0000, , ,1.0000, ,1.13292
1515,85.7250,9.0000, , ,1.0000, ,1.13239
1516,85.7750,3.0000, , ,1.0000, ,1.13186
